2025-08-10T10:00Z,8.21
2025-08-20T15:05:40Z,11.96
2025-08-20T16:10:07Z,7.37
2025-08-20T18:15:40Z,7.37
2025-08-20T18:30:18Z,7.37
2025-08-20T19:00:19Z,7.37
2025-08-20T19:30:20Z,7.37
2025-08-20T19:43:33Z,7.3
2025-08-20T19:49:44Z,7.3
2025-08-20T20:00:20Z,7.3
2025-08-20T20:02:27Z,7.3
2025-08-20T20:03:51Z,7.3
2025-08-20T20:22:00Z,8.2
2025-08-20T20:30:15Z,8.03
2025-08-20T21:00:13Z,8.03
2025-08-20T21:30:17Z,8.03
2025-08-20T22:00:15Z,8.03
2025-08-20T22:30:18Z,8.03
2025-08-20T23:00:18Z,8.03
2025-08-20T23:30:19Z,8.03
2025-08-21T00:00:17Z,8.03
2025-08-21T00:30:17Z,8.03
2025-08-21T01:00:17Z,8.03
2025-08-21T01:30:17Z,8.03
2025-08-21T02:00:15Z,8.03
2025-08-21T02:30:14Z,8.03
2025-08-21T03:00:13Z,8.03
2025-08-21T03:30:11Z,8.03
2025-08-21T03:48:33Z,8.2
2025-08-21T04:00:11Z,8.03
2025-08-21T04:06:59Z,8.2
2025-08-21T04:30:11Z,8.03
2025-08-21T04:43:24Z,7.86
2025-08-21T05:00:11Z,7.86
2025-08-21T05:30:10Z,7.86
2025-08-21T06:00:11Z,7.86
2025-08-21T06:30:11Z,7.86
2025-08-21T07:00:12Z,7.86
2025-08-21T07:30:12Z,7.86
2025-08-21T08:00:12Z,7.86
2025-08-21T08:30:11Z,7.86
2025-08-21T09:00:12Z,7.86
2025-08-21T09:30:12Z,7.86
2025-08-21T10:00:11Z,7.86
2025-08-21T10:30:12Z,7.86
2025-08-21T11:00:12Z,7.86
2025-08-21T11:30:12Z,7.86
2025-08-21T12:00:10Z,7.86
2025-08-21T12:30:12Z,7.86
2025-08-21T13:00:11Z,7.86
2025-08-21T13:30:10Z,7.86
2025-08-21T14:00:11Z,7.86
2025-08-21T14:30:11Z,7.86
2025-08-21T15:00:11Z,7.86
2025-08-21T15:30:11Z,7.86
2025-08-21T16:00:11Z,7.86
2025-08-21T16:30:48Z,7.86
2025-08-21T17:00:12Z,7.86
2025-08-21T17:30:11Z,7.86
2025-08-21T18:00:11Z,7.86
2025-08-21T18:30:11Z,7.86
2025-08-21T18:39:20Z,7.86
2025-08-21T18:50:18Z,7.86
2025-08-21T18:51:15Z,7.86
2025-08-21T19:00:10Z,7.86
2025-08-21T19:30:11Z,7.86
2025-08-21T19:49:19Z,7.86
2025-08-21T19:50:32Z,7.86
2025-08-21T20:00:13Z,7.86
2025-08-21T20:02:38Z,7.86
2025-08-21T20:30:11Z,7.86
2025-08-23T04:30:10Z,7.43
2025-08-23T05:00:10Z,7.43
2025-08-23T05:30:10Z,7.56
2025-08-23T06:00:11Z,7.56
2025-08-23T06:30:10Z,7.94
2025-08-23T07:00:11Z,7.94
2025-08-23T07:30:10Z,7.94
2025-08-23T08:00:12Z,7.94
2025-08-23T08:30:11Z,7.94
2025-08-23T09:00:10Z,7.94
2025-08-23T09:30:11Z,7.94
2025-08-23T10:00:10Z,7.94
2025-08-23T10:30:09Z,7.94
2025-08-23T11:00:12Z,7.94
2025-08-23T11:30:11Z,7.94
2025-08-23T12:00:09Z,7.94
2025-08-23T12:30:10Z,7.94
2025-08-23T13:00:09Z,7.94
2025-08-23T13:30:10Z,7.94
2025-08-23T13:43:38Z,7.94
2025-08-23T14:00:12Z,7.94
2025-08-23T14:30:12Z,7.94
2025-08-23T15:00:12Z,7.94
2025-08-23T15:30:12Z,7.94
2025-08-23T16:00:13Z,7.94
2025-08-23T16:30:19Z,7.92
2025-08-23T17:00:14Z,8.08
2025-08-23T17:30:17Z,8.07
2025-08-23T18:00:16Z,8.07
2025-08-23T18:30:19Z,8.01
2025-08-23T19:00:17Z,7.74
2025-08-23T19:30:18Z,7.74
2025-08-23T20:00:15Z,7.56
2025-08-23T20:30:17Z,7.39
2025-08-23T21:00:16Z,7.46
2025-08-23T21:30:16Z,7.33
2025-08-23T22:00:13Z,7.32
2025-08-23T22:30:18Z,7.89
2025-08-23T23:00:21Z,7.89
2025-08-23T23:30:15Z,7.89
2025-08-24T00:00:21Z,7.94
2025-08-24T00:30:17Z,7.71
2025-08-24T01:00:17Z,7.69
2025-08-24T01:30:17Z,7.69
2025-08-24T02:00:15Z,7.69
2025-08-24T02:30:16Z,7.47
2025-08-24T03:00:16Z,7.51
2025-08-24T03:30:14Z,7.47
2025-08-24T04:00:10Z,7.43
2025-08-24T04:30:10Z,7.43
2025-08-24T05:00:11Z,7.43
2025-08-24T05:30:10Z,7.56
2025-08-24T06:00:11Z,7.56
2025-08-24T06:30:10Z,7.94
2025-08-24T07:00:11Z,7.94
2025-08-24T07:30:11Z,7.94
2025-08-24T08:00:11Z,7.94
2025-08-24T08:30:10Z,7.94
2025-08-24T09:00:11Z,7.94
2025-08-24T09:30:12Z,7.94
2025-08-24T10:00:11Z,7.94
2025-08-24T10:30:12Z,7.94
2025-08-24T11:00:11Z,7.94
2025-08-24T11:30:11Z,7.94
2025-08-24T12:00:10Z,7.94
2025-08-24T12:30:10Z,7.94
2025-08-24T13:00:10Z,7.94
2025-08-24T13:30:10Z,7.94
2025-08-24T14:00:10Z,7.94
2025-08-24T14:30:11Z,7.94
2025-08-24T15:00:11Z,7.94
2025-08-24T15:30:14Z,7.94
2025-08-24T18:30:11Z,8.01
2025-08-24T19:00:13Z,7.74
2025-08-24T19:30:12Z,7.74
2025-08-24T20:00:13Z,7.56
2025-08-24T20:30:14Z,7.39
2025-08-24T21:00:12Z,7.46
2025-08-24T21:30:13Z,7.33
2025-08-24T22:00:13Z,7.32
2025-08-24T22:30:11Z,7.89
2025-08-24T23:00:12Z,7.89
2025-08-24T23:30:12Z,7.89
2025-08-25T00:00:11Z,7.94
2025-08-25T00:30:13Z,7.71
2025-08-25T01:00:12Z,7.69
2025-08-25T01:30:13Z,7.69
2025-08-25T02:00:14Z,7.69
2025-08-25T02:30:16Z,7.47
2025-08-25T03:00:12Z,7.86
2025-08-25T03:30:09Z,7.78
2025-08-25T04:00:10Z,7.64
2025-08-25T04:30:08Z,7.44
2025-08-25T05:00:09Z,7.44
2025-08-25T05:30:09Z,7.44
2025-08-25T06:00:10Z,7.38
2025-08-25T06:30:09Z,7.38
2025-08-25T07:00:11Z,7.94
2025-08-25T07:30:10Z,7.94
2025-08-25T08:00:10Z,7.94
2025-08-25T08:30:10Z,7.94
2025-08-25T09:00:10Z,7.94
2025-08-25T09:30:10Z,7.58
2025-08-25T10:00:11Z,7.57
2025-08-25T10:30:10Z,7.57
2025-08-25T11:00:09Z,7.57
2025-08-25T11:30:11Z,7.44
2025-08-25T12:00:09Z,7.44
2025-08-25T12:30:11Z,7.44
2025-08-25T13:00:10Z,7.94
2025-08-25T13:30:11Z,7.46
2025-08-25T14:00:10Z,7.46
2025-08-25T14:30:03Z,7.46
2025-08-25T15:00:03Z,7.43
2025-08-25T15:30:02Z,7.49
2025-08-25T16:00:03Z,7.53
2025-08-25T16:30:03Z,7.92
2025-08-25T17:00:02Z,8.08
2025-08-25T17:30:04Z,8.07
2025-08-25T18:00:03Z,8.07
2025-08-25T18:30:03Z,8.01
2025-08-25T19:00:04Z,7.74
2025-08-25T19:30:02Z,7.74
2025-08-25T20:00:03Z,7.56
2025-08-25T20:30:05Z,7.39
2025-08-25T21:00:04Z,7.46
2025-08-25T21:30:06Z,7.33
2025-08-25T22:00:05Z,7.32
2025-08-25T22:30:06Z,7.89
2025-08-25T23:00:06Z,7.89
2025-08-25T23:30:07Z,7.89
2025-08-26T00:00:03Z,7.57
2025-08-26T00:30:08Z,7.57
2025-08-26T01:00:10Z,7.57
2025-08-26T01:30:06Z,7.57
2025-08-26T02:00:06Z,7.94
2025-08-26T02:30:06Z,7.94
2025-08-26T03:00:04Z,7.83
2025-08-26T03:30:03Z,7.83
2025-08-26T04:00:03Z,7.83
2025-08-26T04:30:03Z,7.69
2025-08-26T05:00:04Z,7.69
2025-08-26T05:30:03Z,7.66
2025-08-26T06:00:04Z,7.67
2025-08-26T06:30:05Z,7.58
2025-08-26T07:00:04Z,7.58
2025-08-26T07:30:03Z,7.94
2025-08-26T08:00:04Z,7.94
2025-08-26T08:30:04Z,7.72
2025-08-26T09:00:04Z,7.72
2025-08-26T09:30:05Z,7.71
2025-08-26T10:00:04Z,7.71
2025-08-26T10:30:04Z,7.71
2025-08-26T11:00:04Z,7.88
2025-08-26T11:30:04Z,7.87
2025-08-26T12:00:03Z,7.87
2025-08-26T12:30:07Z,7.47
2025-08-26T13:00:04Z,7.47
2025-08-26T13:30:06Z,7.47
2025-08-26T14:00:05Z,7.47
2025-08-26T14:30:05Z,7.44
2025-08-26T15:00:03Z,7.94
2025-08-26T15:30:07Z,7.94
2025-08-26T16:00:07Z,7.94
2025-08-26T16:30:06Z,7.92
2025-08-26T17:00:07Z,8.08
2025-08-26T17:30:04Z,8.07
2025-08-26T18:00:06Z,8.07
2025-08-26T18:30:05Z,8.01
2025-08-26T19:00:06Z,7.74
2025-08-26T19:30:04Z,7.74
2025-08-26T20:00:05Z,7.56
2025-08-26T20:30:07Z,7.39
2025-08-26T21:00:07Z,7.46
2025-08-26T21:30:08Z,7.33
2025-08-26T22:00:04Z,7.32
2025-08-26T22:30:07Z,7.89
2025-08-26T23:00:27Z,7.89
2025-08-26T23:30:07Z,7.89
2025-08-27T00:00:10Z,7.57
2025-08-27T00:30:10Z,7.57
2025-08-27T01:00:09Z,7.57
2025-08-27T01:30:07Z,7.54
2025-08-27T02:00:09Z,7.59
2025-08-27T02:30:08Z,7.94
2025-08-27T03:00:05Z,7.81
2025-08-27T03:30:05Z,7.81
2025-08-27T04:00:05Z,7.72
2025-08-27T04:30:03Z,7.67
2025-08-27T05:00:04Z,7.67
2025-08-27T05:30:03Z,7.66
2025-08-27T06:00:03Z,7.67
2025-08-27T06:30:03Z,7.58
2025-08-27T07:00:03Z,7.58
2025-08-27T07:30:03Z,7.94
2025-08-27T08:00:03Z,7.94
2025-08-27T08:30:04Z,7.72
2025-08-27T09:00:04Z,7.72
2025-08-27T09:30:04Z,7.71
